City,Name,Language,Time,Type,Price,Capacity,Booked
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,11:00,Normal,140₹,57,0
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,11:00,DoubleSofa,160₹,24,0
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,11:00,SingleSofa,250₹,6,0
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,11:00,Lounger,180₹,9,0
Bengaluru,PvrPlayHouseForumMallKoramangala,English,11:15,3DClassic,188₹,103,11
Bengaluru,PvrVegaPlayHouseBannerghattaRoad,English,11:20,3DClassic,110₹,70,10
Hyderabad,PvrPlayHouseNextGalleriaMallPanjagutta,English,11:25,Classic,200₹,54,17
NewDelhi,PvrVegasPlayHouseDwarka,English,12:00,3DRecliner,405₹,8,8
NewDelhi,PvrVegasPlayHouseDwarka,English,12:00,3DPrime,405₹,21,4
NewDelhi,PvrVegasPlayHouseDwarka,English,12:00,3DClassic,355₹,36,12
Noida,PvrLogixCityCentrePlayHouseNoida,English,12:10,3DClassic,315₹,49,20
Hyderabad,Pvr4DxKukatpallyHyderabad,English,13:35,4DxClassic,350₹,108,68
Bengaluru,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,14:20,3DClassic,198₹,120,10
Bengaluru,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,14:20,3DRecliner,278₹,8,5
Bengaluru,PvrPlayHouseForumMallKoramangala,English,14:35,3DClassic,208₹,103,20
Bengaluru,PvrVegaPlayHouseBannerghattaRoad,English,14:40,3DClassic,178₹,70,12
Indore,PvrPlayHouseTreasureIslandIndore,Hindi,14:45,Prime,200₹,46,18
Indore,PvrPlayHouseTreasureIslandIndore,Hindi,14:45,Classic,180₹,26,0
Indore,PvrPlayHouseTreasureIslandIndore,Hindi,14:45,Recliner,380₹,8,7
NewDelhi,PvrVegasPlayHouseDwarka,Hindi,15:15,3DRecliner,405₹,8,5
NewDelhi,PvrVegasPlayHouseDwarka,Hindi,15:15,3DPrime,405₹,14,14
NewDelhi,PvrVegasPlayHouseDwarka,Hindi,15:15,3DClassic,355₹,36,13
Hyderabad,Pvr4DxIrrumManzilKhairatabad,English,16:15,4Dx,350₹,96,35
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,17:40,Normal,140₹,69,9
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,17:40,DoubleSofa,160₹,24,4
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,17:40,SingleSofa,250₹,6,0
Bengaluru,CinepolisForumShantiniketanThigalarapalya,English,17:40,Lounger,180₹,9,3
Bengaluru,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,17:40,3DClassic,198₹,120,5
Bengaluru,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,17:40,3DRecliner,278₹,8,5
Bengaluru,PvrVegaPlayHouseBannerghattaRoad,English,17:50,3DClassic,178₹,70,20
Noida,PvrLogixCityCentrePlayHouseNoida,English,18:00,3DClassic,315₹,49,47
NewDelhi,PvrVegasPlayHouseDwarka,English,18:30,3DRecliner,405₹,8,7
NewDelhi,PvrVegasPlayHouseDwarka,English,18:30,3DPrime,405₹,21,6
NewDelhi,PvrVegasPlayHouseDwarka,English,18:30,3DClassic,355₹,36,9
Indore,PvrPlayHouseTreasureIslandIndore,Hindi,20:30,Prime,220₹,46,19
Indore,PvrPlayHouseTreasureIslandIndore,Hindi,20:30,Classic,200₹,26,0
Indore,PvrPlayHouseTreasureIslandIndore,Hindi,20:30,Recliner,400₹,8,4
Bengaluru,PvrVegaPlayHouseBannerghattaRoad,English,21:00,3DClassic,198₹,70,15
Bengaluru,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,21:00,3DClassic,218₹,120,14
Bengaluru,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,21:00,3DRecliner,328₹,8,5
Bengaluru,PvrPlayHouseForumMallKoramangala,English,21:30,3DClassic,228₹,103,48
