City,Name,Language,Time,Type,Price,Capacity,Booked
Chennai,InoxTheMarinaMallOmrEgatoor,English,08:15,Club,168₹,126,21
Chennai,InoxTheMarinaMallOmrEgatoor,English,08:15,Executive,66₹,16,2
Coimbatore,InoxProzoneMallSathyRoad,English,08:15,Club,211₹,135,13
Coimbatore,InoxProzoneMallSathyRoad,English,08:15,Executive,66₹,19,9
Madurai,InoxVishaalDeMallMadurai,English,08:20,Club,197₹,136,14
Madurai,InoxVishaalDeMallMadurai,English,08:20,Executive,66₹,12,3
Pune,InoxBundGarden,English,08:45,Royale,250₹,32,5
Goa,InoxOldGmcDbRoad,English,08:55,Club,140₹,90,0
Goa,InoxOldGmcDbRoad,English,08:55,Executive,140₹,36,0
Goa,InoxOldGmcDbRoad,English,08:55,Royal,150₹,95,8
Mumbai,CarnivalImaxWadala,English,08:55,GoldOffline,120₹,60,0
Mumbai,CarnivalImaxWadala,English,08:55,PlatinumOffline,120₹,167,4
Mumbai,CarnivalImaxWadala,English,08:55,PremiumOffline,150₹,38,3
NewDelhi,PvrPacificSubhashNagar4DxDelhi,English,09:00,Prime,480₹,72,16
NewDelhi,PvrPacificSubhashNagar4DxDelhi,English,09:00,Classic,430₹,36,0
Vadodara,PvrTransCubeVadodara,English,09:00,Classic,140₹,42,0
Vadodara,PvrTransCubeVadodara,English,09:00,Prime,140₹,99,0
Vadodara,PvrTransCubeVadodara,English,09:00,Recliner,250₹,8,0
Gurgaon,InoxWorldMarkGurugram,English,09:00,Club,200₹,65,0
Gurgaon,InoxWorldMarkGurugram,English,09:00,Executive,180₹,26,0
Gurgaon,InoxWorldMarkGurugram,English,09:00,RoyalRecliner,450₹,10,0
Gurgaon,InoxWorldMarkGurugram,English,09:00,Royal,220₹,51,10
Hyderabad,MovieTimePlatinumCinemasGachibowli,English,09:00,PlatinumRecliners,400₹,24,0
Hyderabad,MovieTimePlatinumCinemasGachibowli,English,09:00,PlatinumPremiumRecliner,400₹,15,0
Gurgaon,InoxSapphire90MallGurugram,English,09:00,Club,150₹,56,0
Gurgaon,InoxSapphire90MallGurugram,English,09:00,Executive,130₹,22,0
Gurgaon,InoxSapphire90MallGurugram,English,09:00,RoyaleRecliner,250₹,6,0
Gurgaon,InoxSapphire90MallGurugram,English,09:00,Royale,150₹,26,8
Noida,PvrLogixCityCentre4DxNoida,English,09:00,Classic,525₹,80,26
Mumbai,PvrIconPhoenixPalladiumLowerParelMumbai,English,09:00,Classic,140₹,38,0
Mumbai,PvrIconPhoenixPalladiumLowerParelMumbai,English,09:00,Prime,250₹,186,20
