State,City,Name,Language,Time,Type,Price,Capacity,Booked
Gujarat,Ahmedabad,NewfangledMiniplexMoteraAhmedabad,Hindi,08:00,CoupleSeat,300₹,38,0
Gujarat,Ahmedabad,NewfangledMiniplexMondealRetailParkAhmedabad,Hindi,08:00,VipClub,450₹,12,0
Gujarat,Ahmedabad,NewfangledMiniplexMondealRetailParkAhmedabad,Hindi,08:00,Premium,400₹,11,0
AndhraPradesh,Vizianagaram,InoxNcsMallBochuPeta,Telugu,08:25,Exclusive,177₹,291,0
Maharashtra,Pune,InoxElproCitySquareChinchwad,Hindi,08:45,Club,110₹,108,0
Maharashtra,Pune,InoxElproCitySquareChinchwad,Hindi,08:45,Executive,110₹,36,0
Maharashtra,Pune,InoxElproCitySquareChinchwad,Hindi,08:45,RoyaleRecliners,230₹,31,0
Maharashtra,Pune,InoxElproCitySquareChinchwad,Hindi,08:45,Royale,130₹,98,2
Maharashtra,Mumbai,InoxNeelyogSquareMallGhatkoparE,Hindi,08:45,Executive,90₹,38,0
Maharashtra,Mumbai,InoxNeelyogSquareMallGhatkoparE,Hindi,08:45,Premier,90₹,152,8
Maharashtra,Mumbai,InoxNeelyogSquareMallGhatkoparE,Hindi,08:45,Silver,90₹,146,8
Gujarat,Surat,InoxRelianceMegaMallUdhna,Hindi,08:55,Club,112₹,55,0
Gujarat,Surat,InoxRelianceMegaMallUdhna,Hindi,08:55,Executive,112₹,16,0
Gujarat,Surat,InoxRelianceMegaMallUdhna,Hindi,08:55,RoyalRecliner,190₹,8,2
Gujarat,Surat,InoxRelianceMegaMallUdhna,Hindi,08:55,Royal,112₹,38,0
AndhraPradesh,Hyderabad,MovieTimePlatinumCinemasGachibowli,Telugu,09:00,PlatinumRecliners,350₹,32,0
AndhraPradesh,Hyderabad,MovieTimePlatinumCinemasGachibowli,Telugu,09:00,PlatinumPremiumRecliner,350₹,18,0
Bihar,Muzaffarpur,CinepolisGrandMallMithanpura,Hindi,09:00,Normal,110₹,26,0
Bihar,Muzaffarpur,CinepolisGrandMallMithanpura,Hindi,09:00,Executive,130₹,103,0
Bihar,Muzaffarpur,CinepolisGrandMallMithanpura,Hindi,09:00,Premium,150₹,52,0
Haryana,Sonipat,MirajCinemaSonipatCityMall,Hindi,09:00,Executive,130₹,244,2
Haryana,Sonipat,MirajCinemaSonipatCityMall,Hindi,09:00,Prime,150₹,19,0
Assam,Guwahati,CinepolisCentralMallGuwahati,Hindi,09:00,Normal,110₹,26,0
Assam,Guwahati,CinepolisCentralMallGuwahati,Hindi,09:00,Executive,130₹,124,0
Assam,Guwahati,CinepolisCentralMallGuwahati,Hindi,09:00,Premium,170₹,41,0
Assam,Guwahati,CinepolisCentralMallGuwahati,Hindi,09:00,Vip,320₹,8,0
Gujarat,Ahmedabad,ConnplexSmartMiniplexTimesSquareArcade,Hindi,09:00,Miller,150₹,49,0
Gujarat,Ahmedabad,ConnplexSmartMiniplexTimesSquareArcade,Hindi,09:00,Lounger,120₹,8,0
UttarPradesh,Ghaziabad,MirajChaudharyCinemasGhaziabad,Hindi,09:00,Diamond,80₹,171,0
Gujarat,Ahmedabad,NewfangledMiniplexMoteraAhmedabad,Hindi,09:00,CoupleSeat,300₹,11,0
Bihar,Katihar,ConnplexSmartTheatreKatihar,Hindi,09:00,Lounger,220₹,11,0
Bihar,Katihar,ConnplexSmartTheatreKatihar,Hindi,09:00,Miller,200₹,59,0
UttarPradesh,Kanpur,MirajGurudevPammiCinemasLakhanpur,Hindi,09:00,FirstClass,90₹,40,0
UttarPradesh,Kanpur,MirajGurudevPammiCinemasLakhanpur,Hindi,09:00,Senior,90₹,240,0
UttarPradesh,Kanpur,MirajGurudevPammiCinemasLakhanpur,Hindi,09:00,Balcony,90₹,168,0
UttarPradesh,Kanpur,MirajGurudevPammiCinemasLakhanpur,Hindi,09:00,Super,90₹,72,3
Maharashtra,Pune,RajhansCinemas93AvenueMallFatimaNagar,Hindi,09:00,Marvel,90₹,36,0
Maharashtra,Pune,RajhansCinemas93AvenueMallFatimaNagar,Hindi,09:00,Royal,90₹,72,0
Maharashtra,Pune,RajhansCinemas93AvenueMallFatimaNagar,Hindi,09:00,Executive,90₹,172,18
