City,Name,Language,Time,Type,Price,Capacity,Booked
Pandalam,ThrilokCinemas,Malayalam,11:00,ExecutiveClass,160₹,26,20
Pandalam,ThrilokCinemas,Malayalam,11:00,ExecutiveClass1,150₹,124,90
Mannarkkad,ShivasakthiCinemasDolbyAtmosMannarkkad,Malayalam,14:30,Executive,110₹,256,0
Pandalam,ThrilokCinemas,Malayalam,18:00,ExecutiveClass,160₹,26,20
Pandalam,ThrilokCinemas,Malayalam,18:00,ExecutiveClass1,150₹,124,90
Kurumassery,KripaMoviesAC71PxdKurumassery,Malayalam,18:15,GoldCircle,110₹,250,145
Adoor,SmithaTheatreUfoDtsAdoor,Malayalam,18:30,Reserved,90₹,399,377
Varkala,VimalaTheatre,Malayalam,18:30,RoyalCircle,140₹,157,3
Varkala,VimalaTheatre,Malayalam,18:30,CrownCircle,100₹,50,50
Mannarkkad,ShivasakthiCinemasDolbyAtmosMannarkkad,Malayalam,18:30,Executive,110₹,256,0
Cheruvathur,PakkanarCinemasCheruvathur,Malayalam,19:30,Executive,100₹,322,11
Kottakkal,LeenaTheatre4KDolbyAtmosKottakkal,Malayalam,21:00,Executive,110₹,186,92
Pandalam,ThrilokCinemas,Malayalam,21:15,ExecutiveClass,160₹,26,24
Pandalam,ThrilokCinemas,Malayalam,21:15,ExecutiveClass1,150₹,124,90
Kurumassery,KripaMoviesAC71PxdKurumassery,Malayalam,21:30,GoldCircle,110₹,250,50
Adoor,SmithaTheatreUfoDtsAdoor,Malayalam,21:30,Reserved,90₹,399,377
Manjeri,SreeDeviCinePalaceManjeri,Malayalam,21:30,Screen2,150₹,148,59
Mannarkkad,ShivasakthiCinemasDolbyAtmosMannarkkad,Malayalam,21:30,Executive,110₹,256,0
Varkala,VimalaTheatre,Malayalam,21:45,RoyalCircle,140₹,157,7
Varkala,VimalaTheatre,Malayalam,21:45,CrownCircle,100₹,50,50
Thriprayar,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,21:45,Recliner,300₹,16,0
Thriprayar,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,21:45,Royal,170₹,168,0
Thriprayar,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,21:45,Club,130₹,64,0
Thriprayar,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,21:45,Executive,110₹,24,0
Thriprayar,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,21:45,Lounger,150₹,14,0
Cheruvathur,PakkanarCinemasCheruvathur,Malayalam,22:30,Executive,100₹,322,0
Kunnamkulam,BavanaMoviesHouseACKunnamkulam,Malayalam,22:30,LuxuryClass,220₹,13,0
Kunnamkulam,BavanaMoviesHouseACKunnamkulam,Malayalam,22:30,PlatinumCircle,130₹,159,12
