City,Name,Language,Time,Type,Price,Capacity,Booked
Ahmedabad,2NewfangledMiniplexMoteraAhmedabad,Hindi,08:01,CoupleSeat,200₹,50,32
Ahmedabad,2NewfangledMiniplexMoteraAhmedabad,Hindi,08:31,CoupleSeat,300₹,58,40
Muzaffarnagar,MayaMultiplexRampuri,Hindi,09:00,Platinumclass,120₹,45,26
Muzaffarnagar,MayaMultiplexRampuri,Hindi,09:00,Goldclass,100₹,167,85
Muzaffarnagar,MayaMultiplexRampuri,Hindi,09:00,Silverclass,80₹,48,24
Mandsaur,SkyCineplexTirupatiPlaza,Hindi,09:15,Platinum,150₹,100,0
Mandsaur,SkyCineplexTirupatiPlaza,Hindi,09:15,Gold,150₹,100,0
Mandsaur,SkyCineplexTirupatiPlaza,Hindi,09:15,Silver,150₹,100,0
Jaipur,InoxAmrapaliCircleVaishaliNagar,Hindi,09:15,Balcony,112₹,156,24
Jaipur,InoxAmrapaliCircleVaishaliNagar,Hindi,09:15,DressCircle,112₹,44,0
Jaipur,InoxAmrapaliCircleVaishaliNagar,Hindi,09:15,RoyalBox,112₹,71,18
Ajmer,MayaMandirMultiplexDolbyAtmosSound,Hindi,09:15,ClubA,112₹,20,20
Ajmer,MayaMandirMultiplexDolbyAtmosSound,Hindi,09:15,ClubB,112₹,20,20
Ajmer,MayaMandirMultiplexDolbyAtmosSound,Hindi,09:15,Premium,112₹,160,49
Goa,ZSquareMultiplexVasco,Hindi,09:30,Golden,125₹,100,0
Goa,ZSquareNiagaraCurchorem,Hindi,09:30,Golden,150₹,100,0
Goa,ZSquareNiagaraCurchorem,Hindi,09:30,Silver,125₹,100,0
Chhatarpur,JpCinemasChhatarpur,Hindi,09:30,Platinum,180₹,30,0
Chhatarpur,JpCinemasChhatarpur,Hindi,09:30,Gold,150₹,30,0
Chhatarpur,JpCinemasChhatarpur,Hindi,09:30,Silver,120₹,30,0
Pithampur,AyouCinemasPithampur,Hindi,09:30,Gold,110₹,136,109
Pithampur,AyouCinemasPithampur,Hindi,09:30,Silver,110₹,51,42
Datia,CineflixMultiplex,Hindi,09:30,Recliner,400₹,15,0
Datia,CineflixMultiplex,Hindi,09:30,Gold,200₹,128,0
Datia,CineflixMultiplex,Hindi,09:30,Silver,150₹,48,0
NewDelhi,PvrVikaspuri,Hindi,09:30,Classic,150₹,193,21
Indore,InoxSapnaSangeetaMallSnehaNagar,Hindi,09:40,Club,90₹,160,2
Indore,InoxSapnaSangeetaMallSnehaNagar,Hindi,09:40,Executive,90₹,80,0
Indore,InoxSapnaSangeetaMallSnehaNagar,Hindi,09:40,Royale,90₹,35,35
Indore,MirajVelocityIiiIndoreRingRoad,Hindi,09:45,Club,90₹,40,8
Indore,MirajVelocityIiiIndoreRingRoad,Hindi,09:45,SuperPlatinum,90₹,130,0
Indore,MirajVelocityIiiIndoreRingRoad,Hindi,09:45,Platinum,90₹,30,0
GreaterNoida,NyCinemasSonicWorldMallGreaterNoida,Hindi,09:50,Eb,130₹,10,0
GreaterNoida,NyCinemasSonicWorldMallGreaterNoida,Hindi,09:50,Ex,90₹,24,0
GreaterNoida,NyCinemasSonicWorldMallGreaterNoida,Hindi,09:50,Pr,110₹,108,0
Mughalsarai,IpCinemasIpMughalMultiplexMughalsarai,Hindi,09:50,Diamond,150₹,5,0
Mughalsarai,IpCinemasIpMughalMultiplexMughalsarai,Hindi,09:50,Gold,100₹,194,0
Mughalsarai,IpCinemasIpMughalMultiplexMughalsarai,Hindi,09:50,Silver,50₹,105,4
Varanasi,IpCinemasIpVijayaMallBhelupur,Hindi,10:00,Gold,200₹,132,22
Varanasi,IpCinemasIpVijayaMallBhelupur,Hindi,10:00,Silver,160₹,108,0
Varanasi,IpCinemasIpVijayaMallBhelupur,Hindi,10:00,Platinum,550₹,14,5
Gurgaon,DhishoomCinemasEntertainlandSector83Gurgaon,Hindi,10:00,Silver,149₹,19,0
Gurgaon,DhishoomCinemasEntertainlandSector83Gurgaon,Hindi,10:00,Gold,149₹,49,9
Gurgaon,DhishoomCinemasEntertainlandSector83Gurgaon,Hindi,10:00,Platinum,149₹,20,5
CoochBehar,BhavaniCinemaKeshavRoad,Hindi,10:00,Special,100₹,260,134
CoochBehar,BhavaniCinemaKeshavRoad,Hindi,10:00,1stClass,50₹,56,36
Jhansi,KhilonaCinemaShivpuriRoad,Hindi,10:00,Audi,230₹,206,182
Pilkhuwa,NyCinemasPilkhuwa,Hindi,10:00,Gl,90₹,26,0
Pilkhuwa,NyCinemasPilkhuwa,Hindi,10:00,Pl,110₹,52,0
Hazaribagh,EylexCinemaHazaribagh,Hindi,10:15,Gl,150₹,39,0
Hazaribagh,EylexCinemaHazaribagh,Hindi,10:15,Pl,150₹,147,3
Hazaribagh,EylexCinemaHazaribagh,Hindi,10:15,Rl,250₹,5,2
Saharanpur,RollingReelsDolbyAtmosSaharanpur,Hindi,10:15,GoldClass,300₹,24,10
Saharanpur,RollingReelsDolbyAtmosSaharanpur,Hindi,10:15,ExecutiveClass,160₹,171,68
Saharanpur,RollingReelsDolbyAtmosSaharanpur,Hindi,10:15,ClassicClasss,160₹,81,0
Jodhpur,MirajCinemasAshapurnaMallAndMultiplex,Hindi,10:30,Silver,80₹,76,0
Jodhpur,MirajCinemasAshapurnaMallAndMultiplex,Hindi,10:30,Gold,110₹,128,12
Jodhpur,MirajCinemasAshapurnaMallAndMultiplex,Hindi,10:30,Platinum,180₹,17,0
Malda,RupkothaCinemaHallMalda,Hindi,10:30,SpecialAc,130₹,82,35
Malda,RupkothaCinemaHallMalda,Hindi,10:30,DressCircle,60₹,99,42
Siliguri,NewCinemaPara,Hindi,10:45,Sofa,100₹,96,24
Siliguri,NewCinemaPara,Hindi,10:45,Special,60₹,102,28
Siliguri,NewCinemaPara,Hindi,10:45,FirstClass,40₹,285,0
Indore,PvrTreasureIslandLuxeIndore,Hindi,11:00,Prime,170₹,24,12
Giridih,SwarnCinemasGiridih,Hindi,11:00,Diamond,200₹,36,0
Giridih,SwarnCinemasGiridih,Hindi,11:00,Platinum,150₹,60,0
Giridih,SwarnCinemasGiridih,Hindi,11:00,Gold,125₹,24,0
Giridih,SwarnCinemasGiridih,Hindi,11:00,Silver,100₹,24,0
Dewas,AbhinavAndSanghviCineplexDewas,Hindi,11:00,Platinum,120₹,259,233
Deoghar,EylexDeoghar,Hindi,11:30,Diamond,180₹,62,0
Deoghar,EylexDeoghar,Hindi,11:30,Gold,140₹,51,0
Deoghar,EylexDeoghar,Hindi,11:30,Platinum,160₹,51,0
Deoghar,EylexDeoghar,Hindi,11:30,Silver,120₹,34,0
Kolkata,BijoliCinemaBhowanipore,Hindi,11:30,Balcony,100₹,188,107
Kolkata,BijoliCinemaBhowanipore,Hindi,11:30,RearStall,80₹,614,194
