State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
UttarPradesh,Akbarpur,224122,KapoorDdCinemasIndralokColony,Hindi,09:55,Platinum,300₹,12,0
UttarPradesh,Akbarpur,224122,KapoorDdCinemasIndralokColony,Hindi,09:55,Diamond,200₹,36,0
UttarPradesh,Akbarpur,224122,KapoorDdCinemasIndralokColony,Hindi,09:55,Gold,150₹,152,0
UttarPradesh,Farrukhabad,209625,KrishnaDdCinemas,Hindi,10:00,Diamond,220₹,30,0
UttarPradesh,Farrukhabad,209625,KrishnaDdCinemas,Hindi,10:00,Gold,180₹,108,0
UttarPradesh,Sitapur,261001,ScmCinemaSarraiyaMaluhi,Hindi,10:00,Gold,300₹,11,0
UttarPradesh,Sitapur,261001,ScmCinemaSarraiyaMaluhi,Hindi,10:00,Premium,200₹,58,0
UttarPradesh,Sitapur,261001,ScmCinemaSarraiyaMaluhi,Hindi,10:00,Classic,150₹,91,0
Punjab,Ludhiana,141001,PvrSilverArcMallGurdevNagar,Hindi,10:20,Recliner,330₹,15,3
Punjab,Ludhiana,141001,PvrSilverArcMallGurdevNagar,Hindi,10:20,Prime,200₹,8,2
Punjab,Ludhiana,141001,PvrSilverArcMallGurdevNagar,Hindi,10:20,Classic,160₹,116,0
UttarPradesh,Faizabad,224001,ParadiseDdPlex,Hindi,10:30,Diamond,150₹,18,0
UttarPradesh,Faizabad,224001,ParadiseDdPlex,Hindi,10:30,Gold,150₹,108,0
Haryana,Gurgaon,122001,PvrAmbienceGoldGurgaon,Hindi,11:00,PlatinumSuperior,500₹,8,0
Haryana,Gurgaon,122001,PvrAmbienceGoldGurgaon,Hindi,11:00,Platinum,500₹,28,0
UttarPradesh,Bulandshahr,203001,SuncityCinemaBulandshahr,Hindi,11:00,Platinum,250₹,259,0
UttarPradesh,Bulandshahr,203001,SuncityCinemaBulandshahr,Hindi,11:00,Gold,180₹,259,0
Maharashtra,Aurangabad,431001,MohanNovaCinemazSarafaRoad,Hindi,11:15,Platinum,150₹,58,0
Maharashtra,Aurangabad,431001,MohanNovaCinemazSarafaRoad,Hindi,11:15,Gold,150₹,57,0
Maharashtra,Aurangabad,431001,MohanNovaCinemazSarafaRoad,Hindi,11:15,Silver,150₹,57,1
Maharashtra,Pune,411014,PvrMarketCityVimanNagar,Hindi,11:30,PrimePlus,180₹,10,6
Maharashtra,Pune,411014,PvrMarketCityVimanNagar,Hindi,11:30,Prime,130₹,119,16
Maharashtra,Pune,411014,PvrMarketCityVimanNagar,Hindi,11:30,Classic,130₹,52,0
Punjab,Jalandhar,144001,PvrFriendsJalandhar,Hindi,11:40,Classic,155₹,48,0
Punjab,Jalandhar,144001,PvrFriendsJalandhar,Hindi,11:40,Prime,185₹,73,19
Jharkhand,Dhanbad,826004,InoxPrabhatamGrandMallDhanbad,Hindi,11:45,Club,140₹,14,0
