State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
Rajasthan,Nathdwara,313301,MirajMeridianMallNathuwas,Hindi,08:30,Silver,1₹,55,0
Rajasthan,Nathdwara,313301,MirajMeridianMallNathuwas,Hindi,08:30,Gold,1₹,95,0
Rajasthan,Nathdwara,313301,MirajMeridianMallNathuwas,Hindi,08:30,Platinum,1₹,10,0
Rajasthan,Sikar,332001,MirajCinemasSikar,Hindi,08:55,Silver,1₹,28,0
Rajasthan,Sikar,332001,MirajCinemasSikar,Hindi,08:55,Gold,1₹,190,5
Rajasthan,Sikar,332001,MirajCinemasSikar,Hindi,08:55,Platinum,1₹,33,10
Rajasthan,Jaipur,302017,EntertainmentParadiseMirajCinemas,Hindi,09:00,Silver,1₹,54,2
Rajasthan,Jaipur,302017,EntertainmentParadiseMirajCinemas,Hindi,09:00,Gold,1₹,351,342
Rajasthan,Jaipur,302017,EntertainmentParadiseMirajCinemas,Hindi,09:00,Club,1₹,57,57
Rajasthan,Jaipur,302017,EntertainmentParadiseMirajCinemas,Hindi,09:00,PlatinumRecliner,1₹,16,16
Rajasthan,Ajmer,305001,MirajBioscopeCinemasAjmer,Hindi,09:00,Silver,1₹,44,0
Rajasthan,Ajmer,305001,MirajBioscopeCinemasAjmer,Hindi,09:00,Gold,1₹,104,0
Rajasthan,Ajmer,305001,MirajBioscopeCinemasAjmer,Hindi,09:00,Platinum,1₹,106,0
Rajasthan,Ajmer,305001,MirajBioscopeCinemasAjmer,Hindi,09:00,ClubHouse,1₹,15,14
Rajasthan,Bhilwara,311001,InoxCityCentreMallBhilwara,Hindi,09:00,Club,112₹,127,0
Rajasthan,Bhilwara,311001,InoxCityCentreMallBhilwara,Hindi,09:00,Executive,112₹,38,0
Rajasthan,Bhilwara,311001,InoxCityCentreMallBhilwara,Hindi,09:00,Royale,112₹,36,0
Rajasthan,Bhilwara,311001,InoxCityCentreMallBhilwara,Hindi,09:00,Club,1₹,127,127
Rajasthan,Bhilwara,311001,InoxCityCentreMallBhilwara,Hindi,09:00,Executive,1₹,38,38
Rajasthan,Bhilwara,311001,InoxCityCentreMallBhilwara,Hindi,09:00,Royale,1₹,36,36
Rajasthan,Kota,324005,InoxAhluwaliasGreatMallDhanmandi,Hindi,09:15,Club,1₹,93,0
Rajasthan,Kota,324005,InoxAhluwaliasGreatMallDhanmandi,Hindi,09:15,Executive,1₹,45,0
Rajasthan,Kota,324005,InoxAhluwaliasGreatMallDhanmandi,Hindi,09:15,Royale,1₹,38,16
Rajasthan,Udaipur,313001,InoxLakeCityMallAshokNagar,Hindi,09:15,Club,1₹,153,153
Rajasthan,Udaipur,313001,InoxLakeCityMallAshokNagar,Hindi,09:15,Executive,1₹,29,29
Rajasthan,Udaipur,313001,InoxLakeCityMallAshokNagar,Hindi,09:15,Royal,1₹,12,12
Rajasthan,Bhiwadi,301019,LegendSrsCinemasLegendCentraMall,Hindi,09:45,Platinum,120₹,144,116
Rajasthan,Bhiwadi,301019,LegendSrsCinemasLegendCentraMall,Hindi,09:45,Gold,100₹,36,36
Rajasthan,Bhiwadi,301019,LegendSrsCinemasLegendCentraMall,Hindi,18:30,Platinum,120₹,144,116
Rajasthan,Bhiwadi,301019,LegendSrsCinemasLegendCentraMall,Hindi,18:30,Gold,100₹,36,36
