City,Name,Language,Time,Type,Price,Capacity,Booked
Mumbai,PvrHaseenBhiwandi,Hindi,09:00,Prime,130₹,40,40
Mumbai,PvrHaseenBhiwandi,Hindi,09:00,Classic,90₹,9,9
Ahmedabad,ConnplexSmartScienceCity,Hindi,09:30,Miller,120₹,100,0
NewDelhi,PvrPacificSubhashNagarDelhi,Hindi,09:55,Classic,220₹,18,0
NewDelhi,PvrPacificSubhashNagarDelhi,Hindi,09:55,Prime,250₹,55,0
NewDelhi,PvrPacificSubhashNagarDelhi,Hindi,09:55,PrimePlus,250₹,21,0
NewDelhi,PvrPacificSubhashNagarDelhi,Hindi,09:55,Recliner,400₹,10,0
NewDelhi,PvrSelectCityWalkGoldDelhi,Hindi,10:15,PlatinumSuperior,400₹,8,0
NewDelhi,PvrSelectCityWalkGoldDelhi,Hindi,10:15,Platinum,400₹,12,0
Mohali,PvrVrPunjabMallMohali,Hindi,10:15,Classic,170₹,62,0
Mohali,PvrVrPunjabMallMohali,Hindi,10:15,Prime,200₹,38,0
Agra,GoldCinemaAshokCosmosMallSanjayPlace,Hindi,10:30,Gold,100₹,100,0
Surat,TheFridayCinemaMotaVarachha,Hindi,10:30,PushBackSeat,150₹,119,0
Surat,TheFridayCinemaMotaVarachha,Hindi,10:30,Lounger,150₹,119,0
Chandigarh,PvrElanteMallChandigarh,Hindi,10:30,Classic,119₹,138,0
Chandigarh,PvrElanteMallChandigarh,Hindi,10:30,Recliner,276₹,12,0
Dehradun,SilvercityDehradun,Hindi,10:45,Gold,150₹,119,0
Dehradun,SilvercityDehradun,Hindi,10:45,Recliner,400₹,15,0
Dehradun,SilvercityDehradun,Hindi,10:45,Silver,100₹,60,0
Amritsar,CinepolisMallOfAmritsarAmritsar,Hindi,10:55,Vip,350₹,11,2
Amritsar,CinepolisMallOfAmritsarAmritsar,Hindi,10:55,Executive,130₹,52,0
Amritsar,CinepolisMallOfAmritsarAmritsar,Hindi,10:55,Normal,110₹,13,0
Saharanpur,MirajCinemaSaharanpurUttarPradesh,Hindi,11:00,Special,100₹,128,64
Saharanpur,MirajCinemaSaharanpurUttarPradesh,Hindi,11:00,Executive,130₹,161,81
NewDelhi,PvrNaraina,Hindi,11:00,Classic,180₹,67,0
Noida,PvrLogixCityCentreNoida,Hindi,11:00,Classic,165₹,76,0
NewDelhi,PvrVegasDwarka,Hindi,11:05,Prime,185₹,44,0
NewDelhi,PvrVegasDwarka,Hindi,11:05,Classic,160₹,54,0
Kolkata,InoxCityCentreSaltlake,Hindi,11:45,DressCircle,112₹,140,0
Kolkata,InoxCityCentreSaltlake,Hindi,11:45,Galleria,112₹,49,0
Kolkata,InoxCityCentreSaltlake,Hindi,11:45,Royale,112₹,30,0
Varanasi,IpCinemasIpSigraMallShastriNagar,Hindi,12:00,Platinum,550₹,16,2
Varanasi,IpCinemasIpSigraMallShastriNagar,Hindi,12:00,Gold,230₹,180,17
Varanasi,IpCinemasIpSigraMallShastriNagar,Hindi,12:00,Silver,180₹,84,0
Kolkata,PvrManiSquareMallEmBypassRoad,Hindi,12:15,Classic,150₹,45,0
Kolkata,PvrManiSquareMallEmBypassRoad,Hindi,12:15,Prime,190₹,97,0
Kolkata,PvrManiSquareMallEmBypassRoad,Hindi,12:15,Recliner,470₹,21,0
Surat,InoxDrWorldParvatPatiya,Hindi,12:15,Club,140₹,55,0
Surat,InoxDrWorldParvatPatiya,Hindi,12:15,Executive,140₹,11,0
Surat,InoxDrWorldParvatPatiya,Hindi,12:15,Royal,140₹,22,0
Satna,PvrUtsavGmsCityCentre,Hindi,12:15,Classic,100₹,24,0
Satna,PvrUtsavGmsCityCentre,Hindi,12:15,ClassicPlus,130₹,150,12
Ajmer,InoxCitySquareMallPanchsheelNagar,Hindi,12:20,Club,100₹,76,0
Ajmer,InoxCitySquareMallPanchsheelNagar,Hindi,12:20,Executive,80₹,38,0
Ajmer,InoxCitySquareMallPanchsheelNagar,Hindi,12:20,Platinum,100₹,85,0
Ajmer,InoxCitySquareMallPanchsheelNagar,Hindi,12:20,Royale,112₹,29,0
Jaipur,InoxGtCentralMallMalviyaNagar,Hindi,12:40,Insignia,400₹,33,0
