State,City,Name,Language,Time,Type,Price,Capacity,Booked
Delhi,NewDelhi,CinepolisCrossRiverMallShahdara,Hindi,10:10,Executive,190₹,58,0
Delhi,NewDelhi,CinepolisCrossRiverMallShahdara,Hindi,10:10,Normal,180₹,72,0
UttarPradesh,Varanasi,ChhotuMaharajVaranasi,Hindi,10:15,Cl,150₹,76,0
UttarPradesh,Varanasi,ChhotuMaharajVaranasi,Hindi,10:15,Pr,150₹,24,0
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,10:20,Classic,130₹,40,0
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,10:20,Prime,150₹,82,14
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,10:20,PrimePlus,200₹,13,0
Maharashtra,Pune,InoxAmanoraTownCentreHadapsar,Hindi,10:30,Club,112₹,109,0
Maharashtra,Pune,InoxAmanoraTownCentreHadapsar,Hindi,10:30,Executive,112₹,21,0
Maharashtra,Pune,InoxAmanoraTownCentreHadapsar,Hindi,10:30,Royale,190₹,2,0
Maharashtra,Thane,CinepolisVivianaMallThaneW,Hindi,11:00,Normal,140₹,24,0
Maharashtra,Thane,CinepolisVivianaMallThaneW,Hindi,11:00,Executive,140₹,72,0
Maharashtra,Thane,CinepolisVivianaMallThaneW,Hindi,11:00,Premium,140₹,12,12
Tripura,Agartala,RupasiCinemaAgartala,Hindi,11:20,GoldClass,150₹,205,66
Tripura,Agartala,RupasiCinemaAgartala,Hindi,11:20,Recliners,350₹,16,0
Rajasthan,Jaipur,InoxJtmMallMalviyaNagar,Hindi,12:00,Club,150₹,56,0
Rajasthan,Jaipur,InoxJtmMallMalviyaNagar,Hindi,12:00,Executive,112₹,14,0
Rajasthan,Jaipur,InoxJtmMallMalviyaNagar,Hindi,12:00,RoyaleRecliner,240₹,10,0
Rajasthan,Jaipur,InoxJtmMallMalviyaNagar,Hindi,12:00,Royale,170₹,28,0
Maharashtra,Pune,CinepolisNexusWestend,Hindi,12:20,Premium,180₹,48,0
Maharashtra,Pune,CinepolisNexusWestend,Hindi,12:20,Executive,180₹,52,0
Maharashtra,Pune,CinepolisNexusWestend,Hindi,12:20,Normal,180₹,24,0
Maharashtra,Mumbai,CinepolisAndheriW,Hindi,12:25,Premium,160₹,29,0
Maharashtra,Mumbai,CinepolisAndheriW,Hindi,12:25,Platinum,270₹,23,0
Maharashtra,Mumbai,CinepolisAndheriW,Hindi,12:25,Executive,140₹,95,1
Maharashtra,Mumbai,CinepolisAndheriW,Hindi,12:25,Normal,120₹,32,0
Maharashtra,Ambajogai,ChhotuMaharajAmbajogai,Hindi,12:30,Cl,112₹,18,0
Maharashtra,Ambajogai,ChhotuMaharajAmbajogai,Hindi,12:30,Pr,112₹,4,0
Maharashtra,Ambajogai,ChhotuMaharajAmbajogai,Hindi,12:30,Gl,112₹,32,0
Maharashtra,Ambajogai,ChhotuMaharajAmbajogai,Hindi,12:30,Pl,112₹,32,0
Delhi,NewDelhi,PvrShalimarBagh,Hindi,12:30,Classic,200₹,133,0
Delhi,NewDelhi,PvrShalimarBagh,Hindi,12:30,Prime,230₹,55,0
Jharkhand,Jamshedpur,PjpCinepolisCityCentreMallMauja,Hindi,12:35,Normal,150₹,24,0
Jharkhand,Jamshedpur,PjpCinepolisCityCentreMallMauja,Hindi,12:35,Executive,150₹,56,0
Jharkhand,Jamshedpur,PjpCinepolisCityCentreMallMauja,Hindi,12:35,Premium,150₹,64,0
