City,Name,Language,Time,Type,Price,Capacity,Booked
Shahada,ManoranjanCinemaShahada,Hindi,11:00,Balcony,120₹,40,0
Shahada,ManoranjanCinemaShahada,Hindi,11:00,UpperClass,80₹,50,0
Nagpur,JayshreeCineplexOldCottonMarket,Hindi,12:05,Balcony,100₹,100,0
Nagpur,JayshreeCineplexOldCottonMarket,Hindi,12:05,Reserve,70₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,12:30,Balcony,120₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,12:30,Reserve,80₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,12:30,First,60₹,100,0
Amravati,FunCinemasShyamTalkiesParatwada,Hindi,15:15,Balcony,80₹,100,0
Amravati,FunCinemasShyamTalkiesParatwada,Hindi,15:15,1stClass,60₹,100,0
Amravati,FunCinemasShyamTalkiesParatwada,Hindi,15:15,Special,50₹,100,0
Nagpur,JankiTheatre,Hindi,15:15,Balcony,100₹,100,0
Nagpur,JankiTheatre,Hindi,15:15,Reserve,80₹,100,0
Nagpur,JankiTheatre,Hindi,15:15,FrontClass,60₹,100,0
Akola,ChhotuMaharajAkola,Hindi,15:15,Cl,150₹,60,0
Akola,ChhotuMaharajAkola,Hindi,15:15,Pr,112₹,20,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,15:30,Balcony,120₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,15:30,Reserve,80₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,15:30,First,60₹,100,0
Vapi,CarnivalGeetCinemasGidc,Hindi,16:00,PlatinumOffline,160₹,64,4
Vapi,CarnivalGeetCinemasGidc,Hindi,16:00,GoldOffline,150₹,92,0
Vapi,CarnivalGeetCinemasGidc,Hindi,16:00,Silver,150₹,89,0
Shahada,ManoranjanCinemaShahada,Hindi,17:45,Balcony,120₹,40,0
Shahada,ManoranjanCinemaShahada,Hindi,17:45,UpperClass,80₹,50,0
Indapur,KesharCinema,Hindi,18:00,Diamond,100₹,100,0
Indapur,KesharCinema,Hindi,18:00,Gold,100₹,100,0
Hyderabad,SapnaCinema35MmAbids,Hindi,18:00,Balcony,100₹,324,270
Hyderabad,SapnaCinema35MmAbids,Hindi,18:00,Silver,70₹,228,164
Hyderabad,SapnaCinema35MmAbids,Hindi,18:00,Bronze,50₹,144,144
Hyderabad,SreeSaiRajaTheatreMusheerabad,Hindi,18:00,Balcony,100₹,377,227
Hyderabad,SreeSaiRajaTheatreMusheerabad,Hindi,18:00,FirstClass,80₹,338,188
Hyderabad,SreeSaiRajaTheatreMusheerabad,Hindi,18:00,SecondClass,40₹,209,209
Parli,ShreeNathChitraMandirNathMandirRoad,Hindi,18:00,Nath,100₹,369,0
Amravati,FunCinemasShyamTalkiesParatwada,Hindi,18:15,Balcony,80₹,100,0
Amravati,FunCinemasShyamTalkiesParatwada,Hindi,18:15,1stClass,60₹,100,0
Amravati,FunCinemasShyamTalkiesParatwada,Hindi,18:15,Special,50₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,18:30,Balcony,120₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,18:30,Reserve,80₹,100,0
Akola,FunCinemasVasantTalkiesAkola,Hindi,18:30,First,60₹,100,0
Ranchi,PopkornCinemasGalaxiaMallRatuRoad,Hindi,20:00,Recliner,250₹,100,0
Ranchi,PopkornCinemasGalaxiaMallRatuRoad,Hindi,20:00,Greeco,170₹,100,0
Ranchi,PopkornCinemasGalaxiaMallRatuRoad,Hindi,20:00,Premium,110₹,100,0
Ranchi,PopkornCinemasGalaxiaMallRatuRoad,Hindi,20:00,Gold,100₹,100,0
Ranchi,PopkornCinemasGalaxiaMallRatuRoad,Hindi,20:00,Silver,80₹,100,0
Kolkata,JayantiCinemaBarrackpore,Hindi,20:15,GoldStall,200₹,18,18
Kolkata,JayantiCinemaBarrackpore,Hindi,20:15,SuperStall,150₹,244,189
Kolkata,JayantiCinemaBarrackpore,Hindi,20:15,Stall,100₹,50,50
Shillong,GalleriaAnjaleeCinemaShillong,Hindi,20:30,Silver,150₹,24,0
Shillong,GalleriaAnjaleeCinemaShillong,Hindi,20:30,Gold,200₹,48,0
Shillong,GalleriaAnjaleeCinemaShillong,Hindi,20:30,Platinum,250₹,55,11
Shillong,GalleriaAnjaleeCinemaShillong,Hindi,20:30,Business,350₹,7,5
Bhiwani,SpitiCinemas,Hindi,20:30,Platinum,300₹,30,0
Bhiwani,SpitiCinemas,Hindi,20:30,Gold,180₹,30,0
Bhiwani,SpitiCinemas,Hindi,20:30,Silver,150₹,30,0
Agartala,RupasiCinemaAgartala,Hindi,20:45,GoldClass,150₹,329,40
Indapur,KesharCinema,Hindi,21:00,Diamond,100₹,100,0
Indapur,KesharCinema,Hindi,21:00,Gold,100₹,100,0
Digras,ShankarTalkiesYavatmal,Hindi,21:00,Balcony,120₹,50,50
Shahada,ManoranjanCinemaShahada,Hindi,21:00,Balcony,120₹,40,0
Shahada,ManoranjanCinemaShahada,Hindi,21:00,UpperClass,80₹,50,0
Hyderabad,SreeSaiRajaTheatreMusheerabad,Hindi,21:00,Balcony,100₹,377,227
Hyderabad,SreeSaiRajaTheatreMusheerabad,Hindi,21:00,FirstClass,80₹,338,188
Hyderabad,SreeSaiRajaTheatreMusheerabad,Hindi,21:00,SecondClass,40₹,209,209
Wani,DeeptiSkyCinexWani,Hindi,21:00,Balcony,100₹,20,0
Chiplun,MKTheatreChiplun,Hindi,21:00,Special,180₹,57,41
Chiplun,MKTheatreChiplun,Hindi,21:00,UpperStall,150₹,192,30
Chiplun,MKTheatreChiplun,Hindi,21:00,Stall,100₹,32,6
Bhokardan,EraaCinemaMhadaColony,Hindi,21:00,Balcony,90₹,99,0
Bhokardan,EraaCinemaMhadaColony,Hindi,21:00,FirstClass,70₹,107,0
Jejuri,SwamiSamarthChitraMandirJejuri,Hindi,21:00,Balcony,100₹,149,0
Jejuri,SwamiSamarthChitraMandirJejuri,Hindi,21:00,Stall,80₹,198,0
Parli,ShreeNathChitraMandirNathMandirRoad,Hindi,21:00,Nath,100₹,369,0
Bhandara,AdarshChitraMandirSantajiNagar,Hindi,21:05,Box,150₹,100,0
