State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
WestBengal,Kolkata,700068,InoxSouthCityMall,English,09:05,Premier,200₹,32,0
WestBengal,Kolkata,700068,InoxSouthCityMall,English,09:05,Rr,320₹,16,0
WestBengal,Kolkata,700068,InoxSouthCityMall,English,09:05,Silver,200₹,151,5
Maharashtra,Mumbai,400020,MetroInoxCinemaMGRoad,English,09:30,Kiddles,210₹,34,9
Haryana,Chandigarh,178178,PvrElanteMallChandigarh,English,09:45,Classic,230₹,157,0
Haryana,Chandigarh,178178,PvrElanteMallChandigarh,English,09:45,Recliner,500₹,26,3
Haryana,Gurgaon,122001,PvrAmbienceGurgaon,English,10:00,ClassicNormal,250₹,105,0
Haryana,Gurgaon,122001,PvrAmbienceGurgaon,English,10:00,Prime,300₹,36,2
Maharashtra,Mumbai,400063,PvrIconOberoiPlayHouseGoregaonE,English,10:00,Classic,120₹,22,0
Maharashtra,Mumbai,400063,PvrIconOberoiPlayHouseGoregaonE,English,10:00,Prime,140₹,96,29
Maharashtra,Mumbai,400063,PvrIconOberoiPlayHouseGoregaonE,English,10:00,Recliner,260₹,26,12
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,10:15,Club,99₹,48,0
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,10:15,Executive,99₹,24,0
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,10:15,Royale,99₹,51,0
Karnataka,Bengaluru,560095,PvrPlayHouseNexusFormerlyForumKoramangala,English,10:15,3DClassic,250₹,103,51
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,English,10:30,Normal,170₹,29,0
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,English,10:30,Executive,170₹,83,3
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,English,10:30,Premium,170₹,35,18
Gujarat,Surat,395007,PvrRahulRajPlayHouseDumasRoad,Hindi,10:45,Recliner,320₹,20,8
Gujarat,Surat,395007,PvrRahulRajPlayHouseDumasRoad,Hindi,10:45,ClassicPlus,180₹,12,0
Gujarat,Surat,395007,PvrRahulRajPlayHouseDumasRoad,Hindi,10:45,Prime,180₹,111,21
Gujarat,Surat,395007,PvrRahulRajPlayHouseDumasRoad,Hindi,10:45,Classic,180₹,26,0
Delhi,NewDelhi,110070,PvrPromenadeVasantKunj,English,10:50,Classic,150₹,130,14
Delhi,NewDelhi,110070,PvrPromenadeVasantKunj,English,10:50,Prime,200₹,14,12
UttarPradesh,Noida,201301,PvrLogixCityCentrePlayHouseNoida,English,10:50,Classic,340₹,49,38
Karnataka,Bengaluru,560048,PvrPhoenixMarketcityMall4DxWhitefieldRoad,English,12:25,3DClassic,450₹,88,44
Haryana,Gurgaon,122018,DhishoomCinemasMallFiftyOneSector51Gurgaon,English,12:30,Platinum,499₹,21,0
Haryana,Gurgaon,122018,DhishoomCinemasMallFiftyOneSector51Gurgaon,English,12:30,PlatinumSuperior,499₹,15,2
Delhi,NewDelhi,110018,PvrPacificSubhashNagarDelhi,English,12:35,Classic,189₹,52,2
Delhi,NewDelhi,110018,PvrPacificSubhashNagarDelhi,English,12:35,Prime,239₹,68,26
UttarPradesh,Lucknow,226010,InoxMegaplexPhoenixPalassioMallLucknow,Hindi,12:45,Club,250₹,32,3
UttarPradesh,Lucknow,226010,InoxMegaplexPhoenixPalassioMallLucknow,Hindi,12:45,Executive,240₹,16,0
UttarPradesh,Lucknow,226010,InoxMegaplexPhoenixPalassioMallLucknow,Hindi,12:45,Royale,270₹,20,5
Delhi,NewDelhi,110018,PvrPacificSubhashNagarDelhi,English,12:45,Classic,189₹,52,0
Delhi,NewDelhi,110018,PvrPacificSubhashNagarDelhi,English,12:45,Prime,239₹,68,0
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,Hindi,12:55,Normal,400₹,80,24
Gujarat,Ahmedabad,380001,MirajCityPulseManiNagar,Hindi,13:35,3DGold,180₹,66,0
Haryana,Gurgaon,122001,PvrMgfMallGurgaon,English,13:55,Prime,189₹,61,56
Haryana,Gurgaon,122001,PvrMgfMallGurgaon,English,13:55,Classic,189₹,104,9
Delhi,NewDelhi,110077,PvrSapphirePacificD21Dwarka,Hindi,14:10,Classic,189₹,33,7
Delhi,NewDelhi,110077,PvrSapphirePacificD21Dwarka,Hindi,14:10,Prime,239₹,17,7
Haryana,Gurgaon,122018,DhishoomCinemasMallFiftyOneSector51Gurgaon,English,14:15,Platinum,499₹,21,0
Haryana,Gurgaon,122018,DhishoomCinemasMallFiftyOneSector51Gurgaon,English,14:15,PlatinumSuperior,499₹,15,3
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,14:40,Normal,240₹,22,3
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,14:40,DoubleSofa,280₹,24,3
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,14:40,Lounger,260₹,8,0
Karnataka,Bengaluru,560076,PvrVegaPlayHouseBannerghattaRoad,English,15:50,3DClassic,270₹,77,66
UttarPradesh,Noida,201301,PvrLogixCityCentrePlayHouseNoida,English,16:10,Classic,340₹,49,40
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,English,16:10,Normal,240₹,29,0
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,English,16:10,Executive,260₹,83,2
Maharashtra,Pune,411028,CinepolisSeasonsMallHadapsar,English,16:10,Premium,260₹,35,2
Maharashtra,Pune,411007,CinepolisNexusWestend,English,16:15,Normal,260₹,21,0
Maharashtra,Pune,411007,CinepolisNexusWestend,English,16:15,Executive,260₹,62,13
Maharashtra,Pune,411007,CinepolisNexusWestend,English,16:15,Premium,260₹,35,21
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,17:00,Normal,240₹,22,0
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,17:00,DoubleSofa,280₹,24,4
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,17:00,Lounger,260₹,8,0
Karnataka,Bengaluru,560095,Pvr4DxNexusFormerlyForumKoramangala,English,17:00,3D4DxClasic,470₹,84,14
UttarPradesh,Lucknow,226010,InoxMegaplexPhoenixPalassioMallLucknow,Hindi,17:05,Club,270₹,32,0
UttarPradesh,Lucknow,226010,InoxMegaplexPhoenixPalassioMallLucknow,Hindi,17:05,Executive,250₹,16,0
UttarPradesh,Lucknow,226010,InoxMegaplexPhoenixPalassioMallLucknow,Hindi,17:05,Royale,290₹,20,0
Maharashtra,Thane,400606,CinepolisVipVivianaMallThaneW,English,17:15,Vip,500₹,74,38
Haryana,Gurgaon,122018,DhishoomCinemasMallFiftyOneSector51Gurgaon,English,18:00,Platinum,499₹,21,0
Haryana,Gurgaon,122018,DhishoomCinemasMallFiftyOneSector51Gurgaon,English,18:00,PlatinumSuperior,499₹,15,0
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,19:10,Normal,240₹,22,4
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,19:10,DoubleSofa,280₹,24,0
Haryana,Gurgaon,122103,CinepolisAiriaMallSohnaRoadGurgaon,English,19:10,Lounger,260₹,8,1
Karnataka,Bengaluru,560048,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,19:35,3DClassic,300₹,104,38
Karnataka,Bengaluru,560048,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,19:35,3DRecliner,510₹,8,0
MadhyaPradesh,Indore,452001,PvrPlayHouseTreasureIslandIndore,Hindi,19:50,Prime,290₹,46,21
MadhyaPradesh,Indore,452001,PvrPlayHouseTreasureIslandIndore,Hindi,19:50,Classic,270₹,26,0
MadhyaPradesh,Indore,452001,PvrPlayHouseTreasureIslandIndore,Hindi,19:50,Recliner,500₹,8,4
Karnataka,Bengaluru,560095,PvrPlayHouseNexusFormerlyForumKoramangala,English,21:00,3DClassic,270₹,92,3
UttarPradesh,Noida,201301,PvrLogixCityCentrePlayHouseNoida,English,21:10,Classic,340₹,49,9
Karnataka,Bengaluru,560048,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,21:45,3DClassic,260₹,104,0
Karnataka,Bengaluru,560048,PvrPlayHousePhoenixMarketcityMallBengaluruWhitefieldRoad,English,21:45,3DRecliner,440₹,8,0
