State,City,Name,Language,Time,Type,Price,Capacity,Booked
Maharashtra,Ambernath,StarMirajCinemasAmbernath,Marathi,12:00,Platinum,100₹,70,0
Maharashtra,Mumbai,CarnivalRMallMulundW,Marathi,12:10,ReclinerOffline,240₹,13,0
Maharashtra,Mumbai,CarnivalRMallMulundW,Marathi,12:10,GoldOffline,160₹,114,0
Maharashtra,Mumbai,CarnivalRMallMulundW,Marathi,12:10,SpecialOffline,110₹,18,0
Maharashtra,Mumbai,CarnivalRMallMulundW,Marathi,12:10,SilverOffline,140₹,95,0
Maharashtra,Mumbai,NyCinemasMulundE,Marathi,14:00,Cl,160₹,135,0
Maharashtra,Mumbai,NyCinemasMulundE,Marathi,14:00,Pr,180₹,7,0
Maharashtra,Thane,MirajFunfiestaCinemasNalasoparaW,Marathi,14:30,Silver,150₹,54,0
Maharashtra,Thane,MirajFunfiestaCinemasNalasoparaW,Marathi,14:30,Gold,150₹,81,0
Maharashtra,Thane,MirajFunfiestaCinemasNalasoparaW,Marathi,14:30,Platinum,150₹,80,0
Maharashtra,Khopoli,SamuelMultiplexSamuelsMallShantiNagar,Marathi,15:30,CoupleSeat,300₹,100,0
Maharashtra,Khopoli,SamuelMultiplexSamuelsMallShantiNagar,Marathi,15:30,Executive,130₹,100,0
Maharashtra,Nandurbar,MirajCinemasNandurbar,Marathi,15:30,Special,130₹,24,0
Maharashtra,Nandurbar,MirajCinemasNandurbar,Marathi,15:30,Executive,150₹,72,0
Maharashtra,Nandurbar,MirajCinemasNandurbar,Marathi,15:30,Gold,270₹,9,0
Maharashtra,Ulhasnagar,MirajCinemasFuncityUlhasnagar,Marathi,16:00,Special,130₹,63,0
Maharashtra,Mumbai,PvrXperiaPalavaDombivaliE,Marathi,16:30,Classic,159₹,36,0
Maharashtra,Mumbai,PvrXperiaPalavaDombivaliE,Marathi,16:30,Prime,159₹,108,0
Maharashtra,Mumbai,PvrXperiaPalavaDombivaliE,Marathi,16:30,Recliner,259₹,12,0
Maharashtra,Mumbai,CarnivalMoviestarGoregaonW,Marathi,16:30,GoldOffline,110₹,46,2
Maharashtra,Mumbai,CarnivalMoviestarGoregaonW,Marathi,16:30,SilverOffline,90₹,24,0
Maharashtra,Mumbai,CinepolisMagnetMallBhandupW,Marathi,17:05,Premium,150₹,46,0
Maharashtra,Mumbai,CinepolisMagnetMallBhandupW,Marathi,17:05,Executive,150₹,34,0
Maharashtra,Mumbai,CinepolisMagnetMallBhandupW,Marathi,17:05,Normal,150₹,26,0
Maharashtra,Mumbai,CinepolisNexusSeawoodsNaviMumbai,Marathi,17:10,Normal,200₹,30,0
Maharashtra,Mumbai,CinepolisNexusSeawoodsNaviMumbai,Marathi,17:10,Executive,220₹,86,5
Maharashtra,Mumbai,CinepolisNexusSeawoodsNaviMumbai,Marathi,17:10,Premium,240₹,76,5
Maharashtra,Mumbai,CinepolisNexusSeawoodsNaviMumbai,Marathi,17:10,Vip,440₹,14,0
Maharashtra,Mumbai,GoldCinemaDadarE,Marathi,17:45,Balcony,150₹,15,0
Maharashtra,Mumbai,GoldCinemaDadarE,Marathi,17:45,Gold,150₹,178,0
Maharashtra,Mumbai,GoldCinemaDadarE,Marathi,17:45,Executive,150₹,52,0
Maharashtra,Akola,MirajRadhaKrishnaKirtiNagar,Marathi,19:00,Silver,110₹,75,0
Maharashtra,Akola,MirajRadhaKrishnaKirtiNagar,Marathi,19:00,Gold,110₹,103,0
Maharashtra,Akola,MirajRadhaKrishnaKirtiNagar,Marathi,19:00,Platinum,200₹,12,0
Maharashtra,Thane,CinepolisVivianaMallThaneW,Marathi,19:15,Normal,180₹,25,0
Maharashtra,Thane,CinepolisVivianaMallThaneW,Marathi,19:15,Executive,180₹,97,0
Maharashtra,Thane,CinepolisVivianaMallThaneW,Marathi,19:15,Premium,180₹,43,20
