State,City,Name,Language,Time,Type,Price,Capacity,Booked
AndhraPradesh,Hyderabad,MovieTimePlatinumCinemasGachibowli,English,09:00,PlatinumRecliners,300₹,24,0
AndhraPradesh,Hyderabad,MovieTimePlatinumCinemasGachibowli,English,09:00,PlatinumPremiumRecliner,300₹,15,0
Maharashtra,Mumbai,CinepolisNexusSeawoodsNaviMumbai,Japanese,09:00,Normal,300₹,84,8
Delhi,NewDelhi,InoxPatelNagar,Hindi,09:00,Club,143₹,81,7
Delhi,NewDelhi,InoxPatelNagar,Hindi,09:00,Executive,134₹,105,1
Delhi,NewDelhi,InoxPatelNagar,Hindi,09:00,Royal,151₹,30,4
Maharashtra,Mumbai,InoxThakurMallDahisarE,Hindi,09:15,Executive,112₹,69,0
Maharashtra,Mumbai,InoxThakurMallDahisarE,Hindi,09:15,Gold,200₹,31,2
Maharashtra,Mumbai,InoxThakurMallDahisarE,Hindi,09:15,Premier,112₹,271,0
UttarPradesh,GreaterNoida,InoxMsxMallSwarnNagari,English,09:15,Club,90₹,88,0
UttarPradesh,GreaterNoida,InoxMsxMallSwarnNagari,English,09:15,Royale,90₹,28,0
Maharashtra,Mumbai,InoxRCityGhatkoparW,English,09:15,Club,112₹,65,0
Maharashtra,Mumbai,InoxRCityGhatkoparW,English,09:15,Executive,90₹,35,0
Maharashtra,Mumbai,InoxRCityGhatkoparW,English,09:15,RoyalRecliner,190₹,13,2
Maharashtra,Mumbai,InoxRCityGhatkoparW,English,09:15,Royal,112₹,40,0
Gujarat,Ahmedabad,MirajCityPulseManiNagar,Hindi,09:15,Gold,140₹,66,0
MadhyaPradesh,Bhopal,InoxCapitalMallHoshangabadRoad,Hindi,09:15,Club,80₹,174,0
MadhyaPradesh,Bhopal,InoxCapitalMallHoshangabadRoad,Hindi,09:15,Executive,80₹,28,0
MadhyaPradesh,Bhopal,InoxCapitalMallHoshangabadRoad,Hindi,09:15,Royal,80₹,52,0
Haryana,Gurgaon,InoxWorldMarkGurugram,Japanese,09:20,Club,200₹,65,0
Haryana,Gurgaon,InoxWorldMarkGurugram,Japanese,09:20,Executive,180₹,26,0
